Sr No,Sku,Date,Event Type,From Facility,To Facility,Qty,Good Stock Opening,Good Stock Closing,Bad Stock Opening,Bad Stock Closing,Entity,Object,Action,User
908,41467,10-02-2021 11:48:16,Add Stock,All defective,,1,3,4,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
909,Baj-410502-twi-mix-wht-grn,10-02-2021 11:48:16,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
910,Sar-Car-Mini-2.0-Blu-Spe-Sky-Blu,10-02-2021 11:48:16,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
911,Real-Fash-Wat-Blk,10-02-2021 12:06:04,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19523,Stock added for grn GRN19523,akshayjoshi5423@gmail.com
912,Real-Fash-Wat-Blk,10-02-2021 12:08:55,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003555,Stock blocked for new order Offline Sale00003555,akshayjoshi5423@gmail.com
913,Real-Fash-Wat-Blk,10-02-2021 12:09:29,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003555,Stock reduced for shipped order Offline Sale00003555,akshayjoshi5423@gmail.com
914,Nir-Alu-Cook-Sf3-Red-Blk,10-02-2021 12:24:09,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003556,Stock blocked for new order Offline Sale00003556,akshayjoshi5423@gmail.com
915,Tef-Del-Non-Stk-Kad-28-cm-Gry-Col,10-02-2021 12:24:09,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003556,Stock blocked for new order Offline Sale00003556,akshayjoshi5423@gmail.com
916,BAJ-MIX-GRD-REX-500W,10-02-2021 12:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120981451067812000/12098145106781200,Stock blocked for new order OD120981451067812000/12098145106781200,
917,BAJ-MIX-GRD-REX-500W,10-02-2021 12:30:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220981405667329000/22098140566732900,Stock blocked for new order OD220981405667329000/22098140566732900,
918,Tef-Del-Non-Stk-Kad-28-cm-Gry-Col,10-02-2021 12:31:43,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003556,Stock reduced for shipped order Offline Sale00003556,akshayjoshi5423@gmail.com
919,Nir-Alu-Cook-Sf3-Red-Blk,10-02-2021 12:31:43,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003556,Stock reduced for shipped order Offline Sale00003556,akshayjoshi5423@gmail.com
920,1319,10-02-2021 12:39:08,Stock Blocked,All defective,,1,7,7,0,0,Order,Offline Sale00003557,Stock blocked for new order Offline Sale00003557,akshayjoshi5423@gmail.com
921,1319,10-02-2021 12:39:50,Reduce Stock,All defective,,1,7,6,0,0,Order,Offline Sale00003557,Stock reduced for shipped order Offline Sale00003557,akshayjoshi5423@gmail.com
922,35035,10-02-2021 12:44:02,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003558,Stock blocked for new order Offline Sale00003558,akshayjoshi5423@gmail.com
923,1319,10-02-2021 12:44:02,Stock Blocked,All defective,,1,6,6,0,0,Order,Offline Sale00003558,Stock blocked for new order Offline Sale00003558,akshayjoshi5423@gmail.com
924,35035,10-02-2021 12:44:38,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003558,Stock reduced for shipped order Offline Sale00003558,akshayjoshi5423@gmail.com
925,1319,10-02-2021 12:44:38,Reduce Stock,All defective,,1,6,5,0,0,Order,Offline Sale00003558,Stock reduced for shipped order Offline Sale00003558,akshayjoshi5423@gmail.com
926,25654,10-02-2021 12:53:32,Stock Blocked,All defective,,2,3,3,0,0,Order,Offline Sale00003559,Stock blocked for new order Offline Sale00003559,akshayjoshi5423@gmail.com
927,25654,10-02-2021 12:54:31,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003559,Stock reduced for shipped order Offline Sale00003559,akshayjoshi5423@gmail.com
928,410176-BAJ-GX3-500W-MIX-GRN,10-02-2021 13:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,5,5,4,4,Order,OD120981666005289000/12098166600528900,Stock blocked for new order OD120981666005289000/12098166600528900,
929,BAJ-MIX-GRD-REX-500W,10-02-2021 13:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220981613021882000/22098161302188200,Stock blocked for new order OD220981613021882000/22098161302188200,
930,08466-424,10-02-2021 13:16:20,Return Stock,Flipkart_smart fullfilment,,1,4,5,2,2,Sales Return,RTN257210,Stock returned for sales return RTN257210,akshayjoshi5423@gmail.com
931,08466-424,10-02-2021 13:26:28,Return Stock,Flipkart_smart fullfilment,,1,5,6,2,2,Sales Return,RTN257212,Stock returned for sales return RTN257212,akshayjoshi5423@gmail.com
932,08466-424,10-02-2021 13:33:28,Return Stock,Flipkart_smart fullfilment,,1,6,7,2,2,Sales Return,RTN257213,Stock returned for sales return RTN257213,akshayjoshi5423@gmail.com
933,08466-424,10-02-2021 13:38:01,Return Damaged Stock,Flipkart_smart fullfilment,,1,7,7,2,3,Sales Return,RTN257214,Damaged stock added for sales return RTN257214,akshayjoshi5423@gmail.com
934,08466-424,10-02-2021 13:40:07,Return Stock,Flipkart_smart fullfilment,,1,7,8,3,3,Sales Return,RTN257215,Stock returned for sales return RTN257215,akshayjoshi5423@gmail.com
935,410176-BAJ-GX3-500W-MIX-GRN,10-02-2021 13:45:30,Return Stock,Flipkart_smart fullfilment,,1,5,6,4,4,Sales Return,RTN257217,Stock returned for sales return RTN257217,akshayjoshi5423@gmail.com
936,BAJ-MIX-GRD-REX-500W,10-02-2021 13:48:00,Return Stock,Flipkart_smart fullfilment,,1,0,1,31,31,Sales Return,RTN257218,Stock returned for sales return RTN257218,akshayjoshi5423@gmail.com
937,BAJ-MIX-GRD-REX-500W,10-02-2021 13:51:06,Return Damaged Stock,Flipkart_smart fullfilment,,1,1,1,31,32,Sales Return,RTN257219,Damaged stock added for sales return RTN257219,akshayjoshi5423@gmail.com
938,BAJ-MIX-GRD-REX-500W,10-02-2021 13:52:35,Return Stock,Flipkart_smart fullfilment,,1,1,2,32,32,Sales Return,RTN257220,Stock returned for sales return RTN257220,akshayjoshi5423@gmail.com
939,410176-BAJ-GX3-500W-MIX-GRN,10-02-2021 13:55:00,Return Stock,Flipkart_smart fullfilment,,1,6,7,4,4,Sales Return,RTN257221,Stock returned for sales return RTN257221,akshayjoshi5423@gmail.com
940,410167-BAJ-GLO-500W-MIX-GRN,10-02-2021 13:56:18,Return Stock,Flipkart_smart fullfilment,,1,2,3,20,20,Sales Return,RTN257222,Stock returned for sales return RTN257222,akshayjoshi5423@gmail.com
941,410176-BAJ-GX3-500W-MIX-GRN,10-02-2021 13:59:43,Return Stock,Flipkart_smart fullfilment,,1,7,8,4,4,Sales Return,RTN257223,Stock returned for sales return RTN257223,akshayjoshi5423@gmail.com
942,BAJ-MIX-GRD-REX-500W,10-02-2021 14:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,32,32,Order,OD120981980168186000/12098198016818600,Stock blocked for new order OD120981980168186000/12098198016818600,
943,410176-BAJ-GX3-500W-MIX-GRN,10-02-2021 14:01:09,Return Stock,Flipkart_smart fullfilment,,1,8,9,4,4,Sales Return,RTN257224,Stock returned for sales return RTN257224,akshayjoshi5423@gmail.com
944,BAJ-MIX-GRD-REX-500W,10-02-2021 14:03:05,Return Stock,Flipkart_smart fullfilment,,1,2,3,32,32,Sales Return,RTN257225,Stock returned for sales return RTN257225,akshayjoshi5423@gmail.com
945,1319,10-02-2021 14:04:32,Add Stock,All defective,,2,5,7,0,0,GRN,GRN19524,Stock added for grn GRN19524,akshayjoshi5423@gmail.com
946,Real-buds-air-neo-blu-tru-wir-hea-Wht,10-02-2021 14:04:32,Add Stock,All defective,,1,13,14,0,0,GRN,GRN19524,Stock added for grn GRN19524,akshayjoshi5423@gmail.com
947,Maha-Wht-Jmg-Oda-Plus-Mix-450,10-02-2021 14:20:10,Stock Blocked,All defective,,5,14,14,0,0,Order,Offline Sale00003560,Stock blocked for new order Offline Sale00003560,akshayjoshi5423@gmail.com
948,Eur-For-Aqua-Amrit-20-l-blue,10-02-2021 14:20:10,Stock Blocked,All defective,,1,10,10,0,0,Order,Offline Sale00003560,Stock blocked for new order Offline Sale00003560,akshayjoshi5423@gmail.com
949,Eureak-Fob-Amaze-7L-Water-Purifier,10-02-2021 14:20:10,Stock Blocked,All defective,,4,5,5,0,0,Order,Offline Sale00003560,Stock blocked for new order Offline Sale00003560,akshayjoshi5423@gmail.com
950,Eureak-Fob-Amaze-7L-Water-Purifier,10-02-2021 14:20:35,Reduce Stock,All defective,,4,5,1,0,0,Order,Offline Sale00003560,Stock reduced for shipped order Offline Sale00003560,akshayjoshi5423@gmail.com
951,Eur-For-Aqua-Amrit-20-l-blue,10-02-2021 14:20:35,Reduce Stock,All defective,,1,10,9,0,0,Order,Offline Sale00003560,Stock reduced for shipped order Offline Sale00003560,akshayjoshi5423@gmail.com
952,Maha-Wht-Jmg-Oda-Plus-Mix-450,10-02-2021 14:20:36,Reduce Stock,All defective,,5,14,9,0,0,Order,Offline Sale00003560,Stock reduced for shipped order Offline Sale00003560,akshayjoshi5423@gmail.com
953,51-VTL9-C956,10-02-2021 14:25:03,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
954,BAJ-MIX-GRD-REX-500W,10-02-2021 14:25:03,Stock Blocked,All defective,,1,6,6,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
955,41588,10-02-2021 14:25:03,Stock Blocked,All defective,,1,5,5,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
956,30747,10-02-2021 14:25:03,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
957,BAJ-670015-KTX-15-KET,10-02-2021 14:25:03,Stock Blocked,All defective,,1,5,5,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
958,41935,10-02-2021 14:25:03,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
959,Sujata Supermix,10-02-2021 14:25:03,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
960,41587,10-02-2021 14:25:03,Stock Blocked,All defective,,1,5,5,0,0,Order,Offline Sale00003561,Stock blocked for new order Offline Sale00003561,akshayjoshi5423@gmail.com
961,BAJ-MIX-GRD-REX-500W,10-02-2021 14:25:36,Reduce Stock,All defective,,1,6,5,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
962,BAJ-670015-KTX-15-KET,10-02-2021 14:25:36,Reduce Stock,All defective,,1,5,4,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
963,41935,10-02-2021 14:25:36,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
964,30747,10-02-2021 14:25:36,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
965,51-VTL9-C956,10-02-2021 14:25:36,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
966,41587,10-02-2021 14:25:36,Reduce Stock,All defective,,1,5,4,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
967,41588,10-02-2021 14:25:36,Reduce Stock,All defective,,1,5,4,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
968,Sujata Supermix,10-02-2021 14:25:36,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003561,Stock reduced for shipped order Offline Sale00003561,akshayjoshi5423@gmail.com
969,BAJ-MIX-GRD-REX-500W,10-02-2021 14:30:04,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,32,32,Order,OD120982184391932000/12098218439193200,Stock blocked for new order OD120982184391932000/12098218439193200,
970,B110(BLACK),10-02-2021 17:42:21,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,1,1,Order,OD220974734769327000/22097473476932700,Stock reduced for shipped order OD220974734769327000/22097473476932700,
971,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:24,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,32,32,Order,OD220972921112880000/22097292111288000,Stock reduced for shipped order OD220972921112880000/22097292111288000,
972,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:24,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,32,32,Order,OD120974407950328000/12097440795032800,Stock reduced for shipped order OD120974407950328000/12097440795032800,
973,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:24,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,32,32,Order,OD120975700256386000/12097570025638601,Stock reduced for shipped order OD120975700256386000/12097570025638601,
974,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:28,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120973927385173000/12097392738517301,Stock reduced for shipped order OD120973927385173000/12097392738517301,
975,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:28,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120974408819409000/12097440881940900,Stock reduced for shipped order OD120974408819409000/12097440881940900,
976,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:29,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120974630751568000/12097463075156800,Stock reduced for shipped order OD120974630751568000/12097463075156800,
977,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:29,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120973499435960000/12097349943596000,Stock reduced for shipped order OD120973499435960000/12097349943596000,
978,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:29,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120973280530821000/12097328053082100,Stock reduced for shipped order OD120973280530821000/12097328053082100,
979,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:29,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120973396201531000/12097339620153100,Stock reduced for shipped order OD120973396201531000/12097339620153100,
980,410167-BAJ-GLO-500W-MIX-GRN,10-02-2021 17:42:29,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,20,20,Order,OD120973038703583000/12097303870358300,Stock reduced for shipped order OD120973038703583000/12097303870358300,
981,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:30,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120972191376767000/12097219137676700,Stock reduced for shipped order OD120972191376767000/12097219137676700,
982,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:33,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120971834248004000/12097183424800400,Stock reduced for shipped order OD120971834248004000/12097183424800400,
983,410167-BAJ-GLO-500W-MIX-GRN,10-02-2021 17:42:34,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,20,20,Order,OD220970446038328000/22097044603832800,Stock reduced for shipped order OD220970446038328000/22097044603832800,
984,410167-BAJ-GLO-500W-MIX-GRN,10-02-2021 17:42:34,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,20,20,Order,OD120970701076753000/12097070107675300,Stock reduced for shipped order OD120970701076753000/12097070107675300,
985,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220970795288836000/22097079528883600,Stock reduced for shipped order OD220970795288836000/22097079528883600,
986,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120971122537713000/12097112253771300,Stock reduced for shipped order OD120971122537713000/12097112253771300,
987,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220971438436764000/22097143843676400,Stock reduced for shipped order OD220971438436764000/22097143843676400,
988,410176-BAJ-GX3-500W-MIX-GRN,10-02-2021 17:42:35,Reduce Stock,Flipkart_smart fullfilment,,1,9,8,4,4,Order,OD120970939106607000/12097093910660700,Stock reduced for shipped order OD120970939106607000/12097093910660700,
989,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120976248682956000/12097624868295600,Stock reduced for shipped order OD120976248682956000/12097624868295600,
990,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220978257546361000/22097825754636100,Stock reduced for shipped order OD220978257546361000/22097825754636100,
991,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:37,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120978406308504000/12097840630850400,Stock reduced for shipped order OD120978406308504000/12097840630850400,
992,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:37,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120978338500969000/12097833850096900,Stock reduced for shipped order OD120978338500969000/12097833850096900,
993,08466-424,10-02-2021 17:42:43,Reduce Stock,Flipkart_smart fullfilment,,1,8,7,3,3,Order,OD120912594684013000/12091259468401301,Stock reduced for shipped order OD120912594684013000/12091259468401301,
994,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:44,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120973101370933000/12097310137093300,Stock reduced for shipped order OD120973101370933000/12097310137093300,
995,08466-424,10-02-2021 17:42:44,Reduce Stock,Flipkart_smart fullfilment,,1,7,6,3,3,Order,OD120974054535318000/12097405453531800,Stock reduced for shipped order OD120974054535318000/12097405453531800,
996,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:44,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220973842052726000/22097384205272600,Stock reduced for shipped order OD220973842052726000/22097384205272600,
997,BAJ-MIX-GRD-REX-500W,10-02-2021 17:42:44,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220973883307720000/22097388330772000,Stock reduced for shipped order OD220973883307720000/22097388330772000,
998,BAJ-MIX-GRD-REX-500W,11-02-2021 02:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120986202178445000/12098620217844500,Stock blocked for new order OD120986202178445000/12098620217844500,
999,BAJ-MIX-GRD-REX-500W,11-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120983532442202000/12098353244220200,Stock blocked for new order OD120983532442202000/12098353244220200,
1000,BAJ-MIX-GRD-REX-500W,11-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120983482627260000/12098348262726000,Stock blocked for new order OD120983482627260000/12098348262726000,
1001,BAJ-MIX-GRD-REX-500W,11-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220983440268667000/22098344026866700,Stock blocked for new order OD220983440268667000/22098344026866700,
1002,BAJ-MIX-GRD-REX-500W,11-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220982753801636000/22098275380163600,Stock blocked for new order OD220982753801636000/22098275380163600,
1003,BAJ-MIX-GRD-REX-500W,11-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120982434912652000/12098243491265200,Stock blocked for new order OD120982434912652000/12098243491265200,
1004,410167-BAJ-GLO-500W-MIX-GRN,11-02-2021 02:30:07,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,20,20,Order,OD120982421150179000/12098242115017900,Stock blocked for new order OD120982421150179000/12098242115017900,
1005,BAJ-MIX-GRD-REX-500W,11-02-2021 03:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220986558727077000/22098655872707700,Stock blocked for new order OD220986558727077000/22098655872707700,
1006,BAJ-MIX-GRD-REX-500W,11-02-2021 03:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120986899441363000/12098689944136300,Stock blocked for new order OD120986899441363000/12098689944136300,
1007,BAJ-MIX-GRD-REX-500W,11-02-2021 03:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD220986777104052000/22098677710405200,Stock blocked for new order OD220986777104052000/22098677710405200,
1008,BAJ-MIX-GRD-REX-500W,11-02-2021 04:00:07,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120987008929009000/12098700892900917,Stock blocked for new order OD120987008929009000/12098700892900917,
1009,BAJ-MIX-GRD-REX-500W,11-02-2021 04:24:57,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,32,32,Order,OD120987239239152000/12098723923915200,Stock blocked for new order OD120987239239152000/12098723923915200,
